system:index,DEM,VH,VV,VV_VH_diff,azimuth,distance_m,hillshade,slope,.geo
70,485.0,-12.85832691192627,-7.0989203453063965,5.759406566619873,45,570,180,0.0,"{""type"":""Point"",""coordinates"":[76.51280995482027,19.980248588839444]}"
71,486.0,-15.833841323852539,-9.417208671569824,6.416632652282715,45,600,180,3.0487968839723805,"{""type"":""Point"",""coordinates"":[76.51301271503075,19.980440494063213]}"
72,487.0,-13.860414505004883,-8.087560653686523,5.772853374481201,45,630,190,4.307594260592295,"{""type"":""Point"",""coordinates"":[76.51321547524122,19.980632399286982]}"
73,488.0,-13.606212615966797,-7.492546081542969,6.11366605758667,45,660,199,6.0804386775884325,"{""type"":""Point"",""coordinates"":[76.5134182354517,19.98082430451075]}"
74,492.0,-16.887720108032227,-10.334630966186523,6.553088188171387,45,690,180,6.080448376574531,"{""type"":""Point"",""coordinates"":[76.51362099566218,19.98101620973452]}"
75,497.0,-15.350744247436523,-9.326669692993164,6.024074554443359,45,720,225,22.58682903780702,"{""type"":""Point"",""coordinates"":[76.51382375587265,19.98120811495829]}"
76,512.0,-16.895524978637695,-11.042654991149902,5.852869510650635,45,750,255,25.61115988289218,"{""type"":""Point"",""coordinates"":[76.51402651608313,19.98140002018207]}"
77,517.0,-17.359817504882812,-10.860599517822266,6.4992170333862305,45,780,255,30.36537414724579,"{""type"":""Point"",""coordinates"":[76.5142292762936,19.981591925405834]}"
78,528.0,-18.146223068237305,-11.855287551879883,6.290935516357422,45,810,180,9.078368147560948,"{""type"":""Point"",""coordinates"":[76.51443203650409,19.98178383062961]}"
79,546.0,-19.522247314453125,-12.287627220153809,7.234621047973633,45,840,180,0.0,"{""type"":""Point"",""coordinates"":[76.51463479671455,19.98197573585337]}"
80,553.0,-19.351367950439453,-13.590144157409668,5.761222839355469,45,870,255,38.1818581044841,"{""type"":""Point"",""coordinates"":[76.51483755692503,19.982167641077144]}"
81,575.0,-19.033416748046875,-11.531364440917969,7.502051830291748,45,900,180,25.611303469877768,"{""type"":""Point"",""coordinates"":[76.5150403171355,19.982359546300916]}"
82,581.0,-16.220443725585938,-11.215167045593262,5.005275726318359,45,930,234,22.587003216163257,"{""type"":""Point"",""coordinates"":[76.51524307734597,19.98255145152469]}"
83,588.0,-17.034622192382812,-10.426197052001953,6.608425617218018,45,960,199,6.080513043629643,"{""type"":""Point"",""coordinates"":[76.51544583755646,19.982743356748458]}"
